Gene_set	Z_score(n-LEGO)	P_value(n-LEGO)	Z_score(e-LEGO)	P_value(e-LEGO)	gsSize	gsSize_net	intSize	intSize_net	overlapSize
825	-0.258657	0.602056	-0.483722	0.685753	21	20	170	151	1
826	0.275578	0.391436	0.633471	0.263213	78	71	170	151	5
827	-0.248452	0.598113	-0.348544	0.636299	27	21	170	151	0
828	-0.250415	0.598872	-1.427636	0.928992	19	17	170	151	0
829	-0.245174	0.596845	-1.364314	0.918238	10	7	170	151	0
830	-0.436629	0.668841	0.552899	0.290166	38	34	170	151	0
831	-0.151448	0.560191	-1.472404	0.936261	36	27	170	151	3
832	-1.119393	0.870139	-2.073898	1.000000	330	235	170	151	0
833	-0.711511	0.761819	0.543246	0.293480	137	106	170	151	2
834	-0.144689	0.557523	0.195125	0.422647	56	40	170	151	3
835	-0.402405	0.656331	1.122696	0.130783	100	77	170	151	4
836	-0.381570	0.648630	-1.504971	0.941395	85	68	170	151	2
837	-0.284407	0.611959	-1.144444	0.875594	23	18	170	151	0
838	-0.269909	0.606392	-1.076954	0.860593	15	13	170	151	0
839	0.324526	0.372770	4.793601	0.000001	172	147	170	151	1
840	1.189144	0.117192	1.421451	0.077593	28	23	170	151	1
841	-0.143254	0.556957	-1.170450	0.881120	50	43	170	151	2
842	-0.271737	0.607095	1.398102	0.081041	54	44	170	151	2
843	-0.207322	0.582124	1.184562	0.118095	31	27	170	151	1
844	-0.229913	0.590925	0.800082	0.211832	11	8	170	151	0
845	1.346914	0.089004	-0.879709	0.811007	10	10	170	151	1
846	0.050935	0.479688	-1.302037	0.907050	30	29	170	151	1
847	-0.159003	0.563168	-0.888084	0.813291	19	15	170	151	1
848	-0.325169	0.627486	-0.586468	0.721312	408	307	170	151	7
849	-0.585984	0.721149	-1.224282	0.892127	122	80	170	151	0
850	-0.282997	0.611418	-1.223432	0.891958	16	13	170	151	0
851	0.417665	0.338096	-1.596163	0.955207	28	21	170	151	2
852	-0.233311	0.592245	0.064693	0.474209	32	28	170	151	1
853	-0.271504	0.607005	-1.054757	0.855445	18	15	170	151	0
854	2.183267	0.014508	4.841927	0.000001	81	58	170	151	2
855	-0.229616	0.590809	-0.965242	0.833582	10	9	170	151	0
856	-0.218447	0.586464	-1.475700	0.936786	18	14	170	151	0
857	-0.368132	0.643630	1.050386	0.146770	112	91	170	151	1
858	-0.280040	0.610284	0.382156	0.351173	25	20	170	151	0
859	-0.525381	0.700402	-1.733767	0.975082	61	54	170	151	0
860	-0.292232	0.614954	3.968570	0.000036	10	6	170	151	0
861	-0.544915	0.707164	-1.134325	0.873407	188	152	170	151	1
862	-0.613422	0.730312	4.608524	0.000002	122	86	170	151	0
863	-0.467097	0.679825	3.028829	0.001228	64	39	170	151	0
864	5.031581	0.000000	1.054978	0.145718	86	70	170	151	3
865	-0.265564	0.604719	0.622550	0.266790	11	7	170	151	0
866	-0.493524	0.689227	-1.312413	0.908959	107	88	170	151	2
867	-0.260358	0.602713	1.294655	0.097720	41	34	170	151	1
868	-0.484869	0.686161	-0.906265	0.818194	478	403	170	151	3
869	0.621530	0.267125	-0.077338	0.530823	23	16	170	151	2
870	-0.386619	0.650502	-0.170705	0.567774	34	30	170	151	0
871	-0.581457	0.719623	-1.013369	0.845558	168	142	170	151	0
872	-0.226405	0.589561	-1.105227	0.866995	31	24	170	151	0
873	-0.265674	0.604762	-0.579911	0.719102	13	12	170	151	0
874	-0.442616	0.671011	-0.093235	0.537142	62	26	170	151	0
875	-0.270922	0.606782	-0.530167	0.702065	12	12	170	151	0
876	-0.302092	0.618719	-0.369669	0.644204	13	12	170	151	0
877	-0.222707	0.588122	1.708414	0.043780	13	12	170	151	0
878	1.303197	0.096254	-0.303086	0.619097	27	23	170	151	1
879	-0.266721	0.605165	-1.525628	0.944591	14	13	170	151	0
880	-0.742991	0.771501	-1.822425	0.987808	79	68	170	151	0
881	-0.493666	0.689277	-1.497951	0.940298	81	70	170	151	0
882	-0.561435	0.712828	-2.072329	1.000000	65	51	170	151	0
883	-0.279482	0.610070	-1.165121	0.879999	29	25	170	151	0
884	-0.260190	0.602648	-1.292961	0.905364	39	28	170	151	1
885	-0.384689	0.649786	-0.075721	0.530180	35	31	170	151	0
886	3.058205	0.001113	-0.050576	0.520169	19	17	170	151	2
887	-0.302907	0.619029	-0.976192	0.836352	18	16	170	151	0
888	-0.229016	0.590576	-1.692408	0.969170	17	10	170	151	0
889	-0.247937	0.597914	-1.909572	1.000000	11	9	170	151	0
890	-0.225235	0.589106	-2.499779	1.000000	14	11	170	151	0
891	-0.221077	0.587488	-0.309181	0.621418	11	10	170	151	0
892	7.582680	0.000000	0.974743	0.164844	20	17	170	151	1
893	-0.367245	0.643299	-1.094012	0.864476	43	39	170	151	0
894	2.356222	0.009231	-0.211183	0.583631	25	23	170	151	2
895	-0.257151	0.601475	-0.573045	0.716778	78	64	170	151	3
896	-0.260901	0.602922	-1.864435	0.993959	13	10	170	151	0
897	-0.285929	0.612542	-1.826022	0.988330	16	15	170	151	0
898	-0.260945	0.602939	-0.231465	0.591528	51	47	170	151	1
899	-0.283140	0.611473	-1.082562	0.861876	27	25	170	151	0
900	-0.244696	0.596659	-1.953804	1.000000	17	14	170	151	0
901	-0.196977	0.578080	-0.765563	0.778310	18	9	170	151	0
902	-0.253453	0.600047	-1.286573	0.904169	12	11	170	151	0
903	-0.162400	0.564506	-0.183145	0.572660	19	17	170	151	1
904	-0.271530	0.607015	0.212879	0.415711	17	13	170	151	0
905	-0.316241	0.624101	-2.313542	1.000000	22	17	170	151	0
906	-0.256039	0.601045	-0.490283	0.688080	11	5	170	151	0
907	-0.278742	0.609786	-2.495450	1.000000	19	14	170	151	0
908	-0.260063	0.602599	-0.226727	0.589686	44	41	170	151	1
909	-0.257250	0.601513	-0.976907	0.836532	17	13	170	151	0
910	-0.082499	0.532876	-1.686062	0.968261	10	8	170	151	1
911	-0.341384	0.633607	-0.529024	0.701668	30	24	170	151	0
912	1.158643	0.123301	-1.400289	0.924420	53	46	170	151	1
913	-0.245227	0.596865	-1.053805	0.855222	21	16	170	151	0
914	-0.482737	0.685403	6.476778	0.000000	132	99	170	151	0
915	-0.256092	0.601066	-1.625851	0.959563	14	13	170	151	0
916	-0.295061	0.616035	-0.516031	0.697141	12	11	170	151	0
917	-0.604392	0.727313	-2.417494	1.000000	84	72	170	151	0
918	0.041206	0.483566	0.387385	0.349236	25	23	170	151	2
919	-0.185136	0.573441	-1.938331	1.000000	9	5	170	151	0
920	-0.186864	0.574119	-1.287942	0.904426	77	65	170	151	3
921	-0.239928	0.594812	-1.194727	0.886155	14	11	170	151	0
922	-0.240679	0.595103	-0.473631	0.682160	38	36	170	151	2
923	-0.222364	0.587989	-1.143416	0.875373	12	9	170	151	0
924	-0.266873	0.605223	-1.537073	0.946344	17	14	170	151	0
925	-0.285915	0.612536	-1.157446	0.878375	33	30	170	151	0
926	-0.087323	0.534793	-1.099191	0.865643	36	30	170	151	1
927	-0.261794	0.603266	-0.947810	0.829115	17	13	170	151	0
928	-0.338157	0.632391	-0.903653	0.817494	63	55	170	151	0
929	-0.291060	0.614506	-0.405053	0.657305	14	13	170	151	0
930	-0.221869	0.587796	-1.363363	0.918072	10	9	170	151	0
931	-0.261371	0.603103	-0.828480	0.796694	14	13	170	151	0
932	-0.249531	0.598531	0.177040	0.429738	34	28	170	151	0
933	-0.324664	0.627294	-0.848332	0.802311	64	52	170	151	0
934	-0.217983	0.586283	-0.708006	0.760728	13	12	170	151	0
935	-0.350620	0.637079	-0.526296	0.700720	52	49	170	151	2
936	-0.289311	0.613837	9.601829	0.000000	24	21	170	151	0
937	-0.296005	0.616396	-0.564266	0.713793	18	17	170	151	0
938	-0.296394	0.616545	-0.465284	0.679175	24	19	170	151	0
939	-0.562443	0.713172	-1.137128	0.874015	159	137	170	151	0
940	-0.305277	0.619932	-2.020974	1.000000	31	24	170	151	0
941	-0.134060	0.553324	-1.136298	0.873835	72	62	170	151	2
942	-0.157083	0.562412	-1.129869	0.872436	25	19	170	151	1
943	-0.221678	0.587722	0.031311	0.487511	11	10	170	151	0
944	-0.389663	0.651628	-0.658420	0.745013	55	48	170	151	0
945	-0.573472	0.716922	-2.517456	1.000000	53	46	170	151	0
946	-0.259519	0.602389	-1.343383	0.914549	14	10	170	151	0
947	-0.421477	0.663324	-0.924277	0.822977	73	60	170	151	0
948	-0.224837	0.588951	-1.194254	0.886058	10	10	170	151	0
949	-0.351380	0.637364	-0.564719	0.713948	21	20	170	151	0
950	-0.322185	0.626355	-1.905608	1.000000	23	20	170	151	0
951	-0.442234	0.670873	-0.316104	0.624049	72	61	170	151	2
952	-0.362621	0.641573	-1.232275	0.893713	27	24	170	151	0
953	-0.489214	0.687702	1.847511	0.032336	86	47	170	151	0
954	-0.340036	0.633099	-1.376236	0.920308	41	37	170	151	1
955	-0.261391	0.603111	-1.149476	0.876674	11	10	170	151	0
956	-0.296424	0.616556	-1.422221	0.928095	36	32	170	151	0
957	-0.291856	0.614810	-1.473426	0.936424	103	85	170	151	1
958	-0.365681	0.642716	5.674713	0.000000	19	18	170	151	0
959	-0.269744	0.606328	-0.342532	0.634039	17	16	170	151	0
960	-0.239079	0.594483	1.527276	0.063346	13	10	170	151	0
961	-0.214099	0.584769	-0.551392	0.709391	10	8	170	151	0
962	-0.253382	0.600019	-1.486536	0.938504	14	12	170	151	0
963	0.171262	0.432009	5.243331	0.000000	192	165	170	151	1
964	-0.478869	0.684027	-1.199556	0.887143	44	31	170	151	0
965	-0.332532	0.630269	-1.369637	0.919165	29	24	170	151	0
966	-0.321317	0.626026	8.117691	0.000000	35	20	170	151	2
967	-0.570382	0.715874	-1.484600	0.938198	247	208	170	151	2
968	0.043775	0.482542	-0.115260	0.545881	13	11	170	151	1
969	-0.472479	0.681749	-1.199757	0.887184	108	86	170	151	3
970	-0.231581	0.591573	-0.963712	0.833192	14	13	170	151	0
971	-0.288290	0.613446	-1.387753	0.922288	33	28	170	151	0
972	-0.235756	0.593194	-2.079114	1.000000	14	11	170	151	1
973	-0.323668	0.626917	-1.964131	1.000000	26	25	170	151	0
974	-0.621880	0.733106	-2.469844	1.000000	148	122	170	151	0
975	0.051694	0.479386	-0.161825	0.564280	46	40	170	151	2
976	0.317469	0.375444	-0.291714	0.614756	466	380	170	151	9
977	-0.922808	0.822589	-2.034092	1.000000	203	125	170	151	0
978	-0.865912	0.807211	-1.995184	1.000000	169	95	170	151	0
979	-0.441833	0.670728	0.396806	0.345755	27	24	170	151	0
980	-0.847162	0.801982	-1.894306	0.998418	207	173	170	151	0
981	-0.457761	0.676475	0.072289	0.471186	27	25	170	151	0
982	-0.693230	0.756100	-1.217686	0.890809	125	103	170	151	0
983	-0.370719	0.644595	-1.648680	0.962879	23	22	170	151	0
984	-0.299726	0.617816	1.157830	0.123467	21	12	170	151	0
985	-0.706807	0.760354	-2.023835	1.000000	132	107	170	151	0
986	-0.332575	0.630285	-2.059036	1.000000	19	17	170	151	0
987	-0.821363	0.794659	-1.880532	0.996352	98	86	170	151	0
988	-0.428177	0.665768	-1.642270	0.961951	34	31	170	151	0
989	-0.171113	0.567935	-2.047467	1.000000	10	7	170	151	1
990	-0.326491	0.627986	-1.606349	0.956708	14	13	170	151	0
991	-0.671938	0.749348	-1.348971	0.915541	104	91	170	151	0
992	-0.234153	0.592571	-2.066095	1.000000	15	12	170	151	1
993	-0.472036	0.681591	-0.194945	0.577285	33	30	170	151	0
994	-0.357668	0.639720	-2.262311	1.000000	16	15	170	151	0
995	-0.478815	0.684008	-1.964531	1.000000	72	59	170	151	1
996	-0.433696	0.667776	5.954102	0.000000	38	26	170	151	0
997	-0.253580	0.600096	8.046515	0.000000	11	7	170	151	0
998	-0.490195	0.688049	-2.058115	1.000000	73	59	170	151	2
999	-0.257546	0.601627	-1.049073	0.854110	18	16	170	151	0
1000	-0.543939	0.706828	-2.389357	1.000000	64	51	170	151	1
1001	-0.241377	0.595374	-1.266502	0.900368	83	71	170	151	3
1002	-0.475175	0.682711	-1.212344	0.889735	279	207	170	151	4
1003	-0.437407	0.669123	0.375527	0.353634	27	25	170	151	0
1004	1.050226	0.146807	7.460007	0.000000	87	80	170	151	1
1005	2.254032	0.012097	0.837281	0.201217	26	16	170	151	2
1006	-0.555729	0.710877	-2.381205	1.000000	51	44	170	151	0
1007	-0.191615	0.575981	-0.059775	0.523833	28	25	170	151	1
1008	-0.224028	0.588636	10.693651	0.000000	19	12	170	151	2
1009	-0.351586	0.637441	-1.509335	0.942074	28	23	170	151	0
1010	-0.144381	0.557402	-0.339377	0.632851	16	15	170	151	1
1011	0.196451	0.422128	-1.806779	0.985544	63	52	170	151	1
1012	2.165568	0.015172	1.089666	0.137930	22	14	170	151	1
1013	-0.348290	0.636203	-1.254230	0.898007	93	81	170	151	3
1014	-1.229735	0.893210	-2.097270	1.000000	933	749	170	151	7
1015	-0.186964	0.574158	-1.074143	0.859947	10	4	170	151	0
1016	3.141387	0.000841	1.861665	0.031325	23	14	170	151	2
1017	-0.263527	0.603934	-0.506424	0.693774	14	12	170	151	0
1018	-0.274583	0.608189	-1.205085	0.888267	16	7	170	151	0
1019	1.685300	0.045965	1.964889	0.024713	23	21	170	151	1
1020	-0.296656	0.616645	-0.406019	0.657660	32	25	170	151	1
1021	-0.168093	0.566747	-0.689649	0.754971	70	61	170	151	1
1022	-0.199087	0.578906	-2.193213	1.000000	11	9	170	151	0
1023	-0.428646	0.665939	-1.256606	0.898466	118	101	170	151	3
1024	-0.233426	0.592289	-0.734210	0.768822	17	15	170	151	0
1025	-0.494705	0.689645	-1.210514	0.889366	69	57	170	151	0
1026	-0.321663	0.626158	-2.019704	1.000000	17	16	170	151	0
1027	-0.376817	0.646864	-0.384085	0.649563	43	41	170	151	0
1028	-1.031463	0.849927	-2.173661	1.000000	539	442	170	151	3
1029	-0.263336	0.603861	-1.683880	0.967948	30	23	170	151	0
1030	-0.630897	0.736070	-1.551874	0.948592	270	227	170	151	2
1031	-0.462421	0.678148	0.111302	0.455688	73	45	170	151	0
1032	-0.390978	0.652115	-2.226486	1.000000	21	19	170	151	0
1033	-0.242960	0.595987	-0.983233	0.838120	12	10	170	151	0
1034	-0.772556	0.780396	-2.386747	1.000000	251	210	170	151	2
1035	-0.859923	0.805550	-1.969219	1.000000	176	100	170	151	0
1036	-0.052331	0.520868	-1.111380	0.868366	29	19	170	151	1
1037	-0.730424	0.767662	-2.298904	1.000000	212	174	170	151	2
1038	-0.329502	0.629124	0.453038	0.325261	12	10	170	151	0
1039	-0.296002	0.616395	-1.050640	0.854479	17	14	170	151	0
1040	-0.213197	0.584417	-0.447308	0.672708	98	91	170	151	3
1041	-0.263590	0.603959	-1.596937	0.955321	46	36	170	151	0
1042	0.232454	0.408093	0.274536	0.391836	31	29	170	151	2
1043	-0.440381	0.670201	-0.058009	0.523130	83	44	170	151	0
1044	-0.432799	0.667450	-0.214529	0.584936	48	28	170	151	0
1045	-0.528288	0.701412	1.990077	0.023291	75	52	170	151	0
1046	0.543953	0.293237	0.047722	0.480969	208	174	170	151	5
1047	-0.261822	0.603277	4.118656	0.000019	10	10	170	151	0
1048	-0.186487	0.573971	-0.228581	0.590407	10	6	170	151	0
1049	2.503715	0.006145	1.878382	0.030164	28	18	170	151	1
1050	-0.169636	0.567354	0.225740	0.410702	16	10	170	151	1
1051	-0.406499	0.657836	4.343197	0.000007	27	24	170	151	0
1052	2.316517	0.010265	6.045883	0.000000	45	30	170	151	2
1053	-0.139115	0.555322	4.680412	0.000001	12	7	170	151	1
1054	-0.704019	0.759484	0.232095	0.408232	109	89	170	151	0
1055	-0.550202	0.708982	-2.319415	1.000000	56	48	170	151	0
1056	-0.192701	0.576406	-0.614627	0.730711	11	9	170	151	0
1057	-0.435516	0.668437	6.768418	0.000000	30	25	170	151	0
1058	-0.201630	0.579900	-0.229462	0.590750	12	9	170	151	0
1059	2.006535	0.022400	2.247126	0.012316	22	16	170	151	2
1060	-0.330352	0.629446	-0.532417	0.702845	24	19	170	151	0
1061	-0.305133	0.619877	-1.313252	0.909113	12	5	170	151	0
1062	-0.317236	0.624479	0.426038	0.335040	27	25	170	151	0
1063	2.713289	0.003331	2.366032	0.008990	12	8	170	151	1
1064	-0.220189	0.587142	-0.944102	0.828156	14	11	170	151	0
1065	2.713289	0.003331	2.401626	0.008161	12	8	170	151	1
1066	-0.559825	0.712278	-2.475910	1.000000	52	46	170	151	0
1067	-0.423646	0.664116	0.740461	0.229510	112	87	170	151	5
1068	-0.193714	0.576803	-0.506478	0.693793	12	7	170	151	0
1069	0.911749	0.180950	2.667886	0.003817	14	12	170	151	1
1070	-0.259064	0.602213	0.158278	0.437119	18	17	170	151	0
1071	0.067124	0.473241	-0.787943	0.784950	17	16	170	151	1
1072	-0.314798	0.623553	-1.957460	1.000000	25	22	170	151	0
1073	-0.256552	0.601244	4.802568	0.000001	24	20	170	151	0
1074	-0.252954	0.599854	-1.047606	0.853764	30	23	170	151	0
1075	-0.388106	0.651052	-0.794573	0.786896	71	58	170	151	2
1076	-0.302191	0.618757	-1.489691	0.939001	54	44	170	151	0
1077	-0.259562	0.602405	-1.961472	1.000000	17	14	170	151	1
